2,0.00174172
3,0.00548065
4,0.00918059
5,0.012336
6,0.0150237
7,0.0172713
8,0.0191627
9,0.0207573
10,0.022144
11,0.0234176
12,0.0245827
13,0.0256946
14,0.026797
15,0.0279145
16,0.0290569
17,0.0302561
18,0.0315148
19,0.0328496
20,0.0342259
21,0.0356482
22,0.037118
23,0.0385823
24,0.0400426
25,0.0414715
26,0.0428601
27,0.0441825
28,0.0454409
29,0.0466031
30,0.047672
31,0.0486398
32,0.0495172
33,0.0503033
34,0.0510109
35,0.0516409
36,0.0521982
37,0.052676
38,0.0530713
39,0.0534337
40,0.0537621
41,0.05406
42,0.0543289
43,0.05458
44,0.0548132
45,0.0550273
46,0.0552302
47,0.0554154
48,0.0555974
49,0.0557693
50,0.0559308
51,0.0560928
52,0.0562505
53,0.0564034
54,0.0565581
55,0.0567129
56,0.0568631
57,0.0570206
58,0.0571696
59,0.0573232
60,0.057476
61,0.057624
62,0.057771
63,0.0579138
64,0.058056
65,0.0581919
66,0.0583267
67,0.0584577
68,0.0585857
69,0.0587114
70,0.0588346
71,0.0589546
72,0.0590761
73,0.0591903
74,0.0593079
75,0.0594192
76,0.0595322
77,0.0596407
78,0.0597516
79,0.0598576
80,0.0599632
81,0.0600717
82,0.0601722
83,0.0602746
84,0.060376
85,0.0604748
86,0.0605748
87,0.0606747
88,0.0607738
89,0.0608717
90,0.0609729
91,0.0610732
92,0.0611705
93,0.0612668
94,0.0613613
95,0.0614554
96,0.0615453
97,0.0616369
98,0.0617239
99,0.0618168
100,0.0619004
101,0.0619882
102,0.0620748
103,0.0621577
104,0.0622446
105,0.0623274
106,0.0624118
107,0.062497
108,0.0625862
109,0.0626781
110,0.0627642
111,0.0628514
112,0.0629357
113,0.0630202
114,0.0631048
115,0.0631862
116,0.0632664
117,0.0633458
118,0.0634273
119,0.0635044
120,0.0635836
121,0.0636627
122,0.0637383
123,0.0638134
124,0.0638934
125,0.0639697
126,0.0640475
127,0.0641194
128,0.0641942
129,0.0642648
130,0.0643326
131,0.0644061
132,0.064473
133,0.0645453
134,0.064614
135,0.0646834
136,0.0647538
137,0.0648205
138,0.06489
139,0.0649563
140,0.0650234
141,0.0650895
142,0.0651574
143,0.0652197
144,0.0652869
145,0.0653493
146,0.0654149
147,0.0654802
148,0.0655464
149,0.0656091
150,0.0656702
151,0.0657338
152,0.0657937
153,0.0658567
154,0.0659102
155,0.0659753
156,0.0660351
157,0.0660998
158,0.0661608
159,0.0662279
160,0.0662889
161,0.0663514
162,0.066413
163,0.066475
164,0.0665331
165,0.0665947
166,0.0666557
167,0.0667131
168,0.0667736
169,0.0668301
170,0.0668899
171,0.0669462
172,0.0670046
173,0.0670651
174,0.0671243
175,0.0671836
176,0.0672473
177,0.0673091
178,0.0673727
179,0.0674387
180,0.0675074
181,0.067572
182,0.0676246
183,0.0676667
184,0.0677093
185,0.067749
186,0.0677883
187,0.0678296
188,0.0678719
189,0.0679141
190,0.0679608
191,0.0680032
192,0.0680501
193,0.0680991
194,0.0681483
195,0.068197
196,0.068245
197,0.068296
198,0.0683434
199,0.0683898
200,0.0684404
201,0.0684846
202,0.0685336
203,0.0685825
204,0.0686276
205,0.068673
206,0.0687181
207,0.0687603
208,0.0688071
209,0.0688469
210,0.0688951
211,0.068938
212,0.0689802
213,0.0690252
214,0.0690689
215,0.0691074
216,0.0691521
217,0.0691916
218,0.0692432
219,0.069299
220,0.0693512
221,0.0694086
222,0.0694605
223,0.0695154
224,0.0695649
225,0.0696163
226,0.0696649
227,0.069714
228,0.0697603
229,0.0698041
230,0.0698519
231,0.0698931
232,0.0699346
233,0.0699784
234,0.0700174
235,0.0700561
236,0.0700986
237,0.0701373
238,0.0701766
239,0.0702224
240,0.0702628
241,0.0703112
242,0.0703523
243,0.0703988
244,0.0704411
245,0.0704841
246,0.0705261
247,0.070564
248,0.0706047
249,0.0706432
250,0.0706839
251,0.0707225
252,0.0707616
253,0.0708021
254,0.070838
255,0.0708751
256,0.0709101
257,0.0709477
258,0.070983
259,0.0710244
260,0.0710648
261,0.0711061
262,0.0711475
263,0.0711885
264,0.0712293
265,0.0712692
266,0.071312
267,0.0713549
268,0.0713971
269,0.0714397
270,0.0714817
271,0.071524
272,0.0715658
273,0.0716087
274,0.0716516
275,0.0716931
276,0.0717365
277,0.0717669
278,0.0718013
279,0.0718323
280,0.0718595
281,0.0718883
282,0.071922
283,0.0719504
284,0.0719818
285,0.0720128
286,0.0720426
287,0.0720732
288,0.0721026
289,0.0721343
290,0.0721646
291,0.0721978
292,0.0722295
293,0.072266
294,0.0722975
295,0.0723327
296,0.0723658
297,0.0723993
298,0.072429
299,0.0724613
300,0.0724885
301,0.072517
302,0.0725505
303,0.0725817
304,0.072619
305,0.072656
306,0.0726921
307,0.0727279
308,0.0727642
309,0.0727993
310,0.0728316
311,0.0728685
312,0.0729043
313,0.0729433
314,0.07298
315,0.0730167
316,0.0730532
317,0.0730861
318,0.0731237
319,0.0731575
320,0.0731902
321,0.0732228
322,0.073255
323,0.0732815
324,0.0733106
325,0.0733346
326,0.0733607
327,0.0733872
328,0.0734116
329,0.0734344
330,0.0734572
331,0.0734798
332,0.0735042
333,0.0735261
334,0.0735479
335,0.0735701
336,0.0735863
337,0.0736065
338,0.0736347
339,0.0736778
340,0.0737238
341,0.0737723
342,0.0738175
343,0.0738584
344,0.0739012
345,0.0739412
346,0.0739797
347,0.074018
348,0.0740544
349,0.0740871
350,0.0741196
351,0.0741514
352,0.074183
353,0.0742135
354,0.074247
355,0.0742777
356,0.0743069
357,0.0743352
358,0.0743661
359,0.0743925
360,0.0744252
361,0.0744509
362,0.0744823
363,0.0745122
364,0.0745375
365,0.0745667
366,0.0745957
367,0.0746191
368,0.0746458
369,0.0746741
370,0.074701
371,0.0747311
372,0.0747601
373,0.0747892
374,0.0748181
375,0.074848
376,0.0748777
377,0.0749071
378,0.074936
379,0.0749666
380,0.0749954
381,0.0750243
382,0.075052
383,0.0750804
384,0.075108
385,0.0751365
386,0.0751639
387,0.0751922
388,0.0752164
389,0.0752431
390,0.0752662
391,0.0752914
392,0.0753141
393,0.0753381
394,0.0753618
395,0.075386
396,0.0754083
397,0.075433
398,0.075454
399,0.0754803
400,0.0755025
401,0.0755247
402,0.0755507
403,0.0755733
404,0.0755959
405,0.0756177
406,0.0756414
407,0.07567
408,0.0757048
409,0.0757406
410,0.0757724
411,0.0758105
412,0.0758455
413,0.0758774
414,0.0759067
415,0.0759374
416,0.0759657
417,0.0759944
418,0.0760207
419,0.0760468
420,0.0760759
421,0.0761011
422,0.0761319
423,0.0761527
424,0.076183
425,0.0762056
426,0.0762322
427,0.0762541
428,0.0762783
429,0.0763034
430,0.0763279
431,0.0763535
432,0.0763785
433,0.076403
434,0.0764282
435,0.0764552
436,0.0764795
437,0.0765042
438,0.0765344
439,0.0765624
440,0.076586
441,0.0766142
442,0.0766372
443,0.0766601
444,0.0766903
445,0.0767171
446,0.0767411
447,0.0767686
448,0.0767894
449,0.0768128
450,0.0768297
451,0.0768472
452,0.0768629
453,0.0768795
454,0.0769005
455,0.0769238
456,0.0769493
457,0.0769734
458,0.0769977
459,0.0770227
460,0.077045
461,0.0770713
462,0.0770944
463,0.0771225
464,0.0771491
465,0.0771737
466,0.0771962
467,0.077216
468,0.0772381
469,0.0772546
470,0.0772772
471,0.077296
472,0.077314
473,0.0773357
474,0.0773578
475,0.0773818
476,0.077407
477,0.0774308
478,0.077458
479,0.0774793
480,0.0775028
481,0.0775241
482,0.0775432
483,0.0775638
484,0.0775871
485,0.0776089
486,0.0776334
487,0.0776547
488,0.0776759
489,0.0776996
490,0.0777193
491,0.0777394
492,0.0777561
493,0.0777749
494,0.0777932
495,0.0778144
496,0.0778377
497,0.0778603
498,0.0778917
499,0.0779207
500,0.0779507
501,0.0779831
502,0.0780153
503,0.0780463
504,0.0780791
505,0.0781152
506,0.0781508
507,0.0781897
508,0.078229
509,0.0782794
510,0.0783193
511,0.0783523
512,0.0783674
513,0.0783778
514,0.0783833
515,0.0783857
516,0.078395
517,0.0783999
518,0.0784105
519,0.078417
520,0.0784303
521,0.0784408
522,0.0784544
523,0.0784704
524,0.0784858
525,0.0785051
526,0.0785245
527,0.0785453
528,0.0785659
529,0.0785896
530,0.0786096
531,0.0786324
532,0.0786546
533,0.0786776
534,0.0787015
535,0.0787264
536,0.0787489
537,0.0787744
538,0.0787962
539,0.0788186
540,0.0788421
541,0.0788607
542,0.0788839
543,0.078905
544,0.0789241
545,0.0789446
546,0.0789666
547,0.0789875
548,0.0790087
549,0.0790301
550,0.0790498
551,0.0790711
552,0.0790908
553,0.0791118
554,0.0791328
555,0.0791505
556,0.0791695
557,0.0791887
558,0.0792068
559,0.0792282
560,0.0792501
561,0.0792718
562,0.0792955
563,0.0793228
564,0.0793492
565,0.0793754
566,0.079406
567,0.0794373
568,0.0794712
569,0.0795055
570,0.0795435
571,0.0795773
572,0.0796072
573,0.0796285
574,0.0796444
575,0.0796553
576,0.0796669
577,0.0796758
578,0.079686
579,0.0796989
580,0.0797096
581,0.0797235
582,0.0797372
583,0.0797533
584,0.0797647
585,0.0797801
586,0.0797932
587,0.0798027
588,0.0798149
589,0.0798269
590,0.0798374
591,0.0798466
592,0.0798569
593,0.0798666
594,0.0798779
595,0.0798852
596,0.0798933
597,0.0799028
598,0.0799045
599,0.0799057
